study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB44699	ERP128771	SAMEA8663636	ERS6348171	ERX5507982	ERR5862105	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METATRANSCRIPTOMIC	PCR	201370	58079639	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:158-11	ena-RUN-KAUST-30-04-2021-17:41:07:158-11	11754772;18718990	ab2153b82fd00ae940d370925f07381f;0f62a4d136256fa91838850645c3e686	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862105/ERR5862105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862105/ERR5862105_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/005/ERR5862105/ERR5862105_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/005/ERR5862105/ERR5862105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862105/ERR5862105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862105/ERR5862105_2.fastq.gz	15093513;23283514	9513faf0e22768a10b90846a805e5014;abd21ec5221178e4cbc6fcdee3429a98	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862105/c8_c8_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862105/c8_c8_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862105/c8_c8_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862105/c8_c8_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862105/c8_c8_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862105/c8_c8_L001_R2_001.fastq.gz	FASTQ;FASTQ									C08		RNA sample from pH 7.8 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663637	ERS6348172	ERX5507983	ERR5862106	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METATRANSCRIPTOMIC	PCR	68900	19452928	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:158-12	ena-RUN-KAUST-30-04-2021-17:41:07:158-12	3776149;5832703	4ab4ef2c9c4e513d26bdba9d348fa2ce;079c766c1e95dfccf03f290175118162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862106/ERR5862106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862106/ERR5862106_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/006/ERR5862106/ERR5862106_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/006/ERR5862106/ERR5862106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862106/ERR5862106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862106/ERR5862106_2.fastq.gz	4736608;7160650	b28e9d27d20b8ac7a58cf8cc77a71b4f;73c602ceda4f4df656e06112a970128e	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862106/c9_c9_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862106/c9_c9_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862106/c9_c9_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862106/c9_c9_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862106/c9_c9_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862106/c9_c9_L001_R2_001.fastq.gz	FASTQ;FASTQ									C09		RNA sample from pH 7.8 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663638	ERS6348173	ERX5507984	ERR5862107	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	435208	118011940	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-13	ena-RUN-KAUST-30-04-2021-17:41:07:159-13	27780608;38790591	b7b381c4456b4deea1f24dc7c58c06c7;8b0bb29c85a2ca237a956a1d8eb82f02	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/007/ERR5862107/ERR5862107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/007/ERR5862107/ERR5862107_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/007/ERR5862107/ERR5862107_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/007/ERR5862107/ERR5862107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/007/ERR5862107/ERR5862107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/007/ERR5862107/ERR5862107_2.fastq.gz	38248521;50596924	a6138ae100012b679e75841b9367e741;54858bcdd5dca50f6e50d659f785eae6	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862107/g10_g10_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862107/g10_g10_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862107/g10_g10_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862107/g10_g10_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862107/g10_g10_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862107/g10_g10_L001_R2_001.fastq.gz	FASTQ;FASTQ									G10		DNA sample from pH 8 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663639	ERS6348174	ERX5507985	ERR5862108	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	760686	217453155	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-14	ena-RUN-KAUST-30-04-2021-17:41:07:159-14	51307233;71839861	355fc1d3894264850f44d69a5789b9fe;fefcc910d6ddceed7600401d9aeb555d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/008/ERR5862108/ERR5862108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/008/ERR5862108/ERR5862108_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/008/ERR5862108/ERR5862108_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/008/ERR5862108/ERR5862108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/008/ERR5862108/ERR5862108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/008/ERR5862108/ERR5862108_2.fastq.gz	72021271;94470518	97e10b429c314efe47f34ac58ca50ada;c6d42a1c5aba27ded3a3eb1cbf7f1171	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862108/g11_g11_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862108/g11_g11_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862108/g11_g11_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862108/g11_g11_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862108/g11_g11_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862108/g11_g11_L001_R2_001.fastq.gz	FASTQ;FASTQ									G11		DNA sample from pH 8 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663640	ERS6348175	ERX5507986	ERR5862109	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	532664	144874844	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-15	ena-RUN-KAUST-30-04-2021-17:41:07:159-15	34731520;48731793	79a200e13441a7f485564af8c6cdff4f;aff9713dc4dea575c4aedfef7f79314b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/009/ERR5862109/ERR5862109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/009/ERR5862109/ERR5862109_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/009/ERR5862109/ERR5862109_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/009/ERR5862109/ERR5862109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/009/ERR5862109/ERR5862109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/009/ERR5862109/ERR5862109_2.fastq.gz	48476167;63586523	68901b031d40ad059877a9f372321fb7;99ebf40c5a9df0ca5286eb83f27901b1	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862109/g12_g12_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862109/g12_g12_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862109/g12_g12_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862109/g12_g12_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862109/g12_g12_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862109/g12_g12_L001_R2_001.fastq.gz	FASTQ;FASTQ									G12		DNA sample from pH 8 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663641	ERS6348176	ERX5507987	ERR5862110	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	424936	120922099	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-16	ena-RUN-KAUST-30-04-2021-17:41:07:159-16	27740018;39339190	7f284dda53290e14d190a26e8635909a;6b1bf4cf162f91f64ad0b12b73b12906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/000/ERR5862110/ERR5862110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/000/ERR5862110/ERR5862110_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/000/ERR5862110/ERR5862110_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/000/ERR5862110/ERR5862110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/000/ERR5862110/ERR5862110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/000/ERR5862110/ERR5862110_2.fastq.gz	37714150;50868545	7e3fa8c3f9d857ef7322d1068fece650;ecf10a7161b637752fb4c273b02f281b	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862110/g1_g1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862110/g1_g1_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862110/g1_g1_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862110/g1_g1_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862110/g1_g1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862110/g1_g1_L001_R2_001.fastq.gz	FASTQ;FASTQ									G1		DNA sample from pH 7.2 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663642	ERS6348177	ERX5507988	ERR5862111	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	293850	86004167	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-17	ena-RUN-KAUST-30-04-2021-17:41:07:159-17	19267224;27532584	f61fcb288f5f18efed5d62c9997e5da4;668c6507da09168e4c0f00b9c90c1302	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/001/ERR5862111/ERR5862111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/001/ERR5862111/ERR5862111_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/001/ERR5862111/ERR5862111_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/001/ERR5862111/ERR5862111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/001/ERR5862111/ERR5862111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/001/ERR5862111/ERR5862111_2.fastq.gz	26892154;36035274	0abfd3ac66f044e1e640a26382b3a975;e05691448f7fbb3b1867274df95d6569	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862111/g2_g2_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862111/g2_g2_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862111/g2_g2_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862111/g2_g2_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862111/g2_g2_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862111/g2_g2_L001_R2_001.fastq.gz	FASTQ;FASTQ									G2		DNA sample from pH 7.2 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663643	ERS6348178	ERX5507989	ERR5862112	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	333848	97509575	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-18	ena-RUN-KAUST-30-04-2021-17:41:07:159-18	20731964;31293796	7f2bf30b41006d4f0da979b9fa7e7705;2b0c28a976b6bad5de4df7adfb378aa1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/002/ERR5862112/ERR5862112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/002/ERR5862112/ERR5862112_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/002/ERR5862112/ERR5862112_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/002/ERR5862112/ERR5862112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/002/ERR5862112/ERR5862112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/002/ERR5862112/ERR5862112_2.fastq.gz	29080828;40846523	5fae87e5b2e3f69686714384b84c96d6;2130a1387e7ecb7e75146bb38c1bec0a	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862112/g3_g3_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862112/g3_g3_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862112/g3_g3_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862112/g3_g3_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862112/g3_g3_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862112/g3_g3_L001_R2_001.fastq.gz	FASTQ;FASTQ									G3		DNA sample from pH 7.2 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663644	ERS6348179	ERX5507990	ERR5862113	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	857298	238620753	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-19	ena-RUN-KAUST-30-04-2021-17:41:07:159-19	54586127;75805228	17bcf370bfc515c9884e590aecadb9dc;cec8776355301f5edd9bc72ceb208029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/003/ERR5862113/ERR5862113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/003/ERR5862113/ERR5862113_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/003/ERR5862113/ERR5862113_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/003/ERR5862113/ERR5862113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/003/ERR5862113/ERR5862113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/003/ERR5862113/ERR5862113_2.fastq.gz	77090536;100279717	95b667f2ee919c1fe1f47bb082f1e245;ecc5e69ec53270130821758faf38755a	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862113/g4_g4_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862113/g4_g4_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862113/g4_g4_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862113/g4_g4_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862113/g4_g4_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862113/g4_g4_L001_R2_001.fastq.gz	FASTQ;FASTQ									G4		DNA sample from pH 7.4 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663645	ERS6348180	ERX5507991	ERR5862114	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	232982	66182916	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-20	ena-RUN-KAUST-30-04-2021-17:41:07:159-20	15117347;21133338	e94bf0bad9905e3c5d3ada2d8df5c22f;afa06a05b73c2ff25241d498814ff579	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/004/ERR5862114/ERR5862114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/004/ERR5862114/ERR5862114_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/004/ERR5862114/ERR5862114_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/004/ERR5862114/ERR5862114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/004/ERR5862114/ERR5862114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/004/ERR5862114/ERR5862114_2.fastq.gz	21234656;27880132	b69ca5253ea476da9d1e0d5cf1761f7c;5113bf31711112805015d6a6038fcd3c	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862114/g5_g5_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862114/g5_g5_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862114/g5_g5_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862114/g5_g5_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862114/g5_g5_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862114/g5_g5_L001_R2_001.fastq.gz	FASTQ;FASTQ									G5		DNA sample from pH 7.4 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663646	ERS6348181	ERX5507992	ERR5862115	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	550416	155487391	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-21	ena-RUN-KAUST-30-04-2021-17:41:07:159-21	36357895;50729834	0911f7b1f7c0c146692b945e592784d7;930a193c3bb24212144c3c2810595aa3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862115/ERR5862115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862115/ERR5862115_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/005/ERR5862115/ERR5862115_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/005/ERR5862115/ERR5862115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862115/ERR5862115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/005/ERR5862115/ERR5862115_2.fastq.gz	51517923;66808808	ae6f457b45bee32171e99a4554ad2c02;07505eb9aea705fb39dcc65f074f3b79	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862115/g6_g6_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862115/g6_g6_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862115/g6_g6_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862115/g6_g6_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862115/g6_g6_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862115/g6_g6_L001_R2_001.fastq.gz	FASTQ;FASTQ									G6		DNA sample from pH 7.4 treatment	0	2021-04-30
PRJEB44699	ERP128771	SAMEA8663647	ERS6348182	ERX5507993	ERR5862116	ERA4144795	496922	coral metagenome	ILLUMINA	Illumina MiSeq	unspecified	300	PAIRED	AMPLICON	METAGENOMIC	PCR	405860	116989577	King Abdullah University of Science and Technology	2021-11-04	2021-11-04	Illumina MiSeq paired end sequencing	16S rDNA- and rRNA-based amplicon sequencing to study the effects of ocean acidification on resident and active microbial communities of Stylophora pistillata	ena-STUDY-KAUST-30-04-2021-17:41:10:119-47	ena-EXPERIMENT-KAUST-30-04-2021-17:41:07:159-22	ena-RUN-KAUST-30-04-2021-17:41:07:159-22	26111499;35861901	f403fcf81ae3bde92beef0a524f688d8;5d687ffcfa97c800b7eb9cd688078f2b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862116/ERR5862116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862116/ERR5862116_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/006/ERR5862116/ERR5862116_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR586/006/ERR5862116/ERR5862116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862116/ERR5862116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR586/006/ERR5862116/ERR5862116_2.fastq.gz	35987607;47393475	56aa90e080619b12bb58ce039e9346c6;1d28845f8f9ad7e3d11e2fe135ad5612	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862116/g7_g7_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862116/g7_g7_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862116/g7_g7_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR586/ERR5862116/g7_g7_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862116/g7_g7_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR586/ERR5862116/g7_g7_L001_R2_001.fastq.gz	FASTQ;FASTQ									G7		DNA sample from pH 7.8 treatment	0	2021-04-30
